##,name,portal,"NCBI Taxon","assembly length","#of genes","is public","is published","is superseded","superseded by","publication(s)","pubmed id(s)","doi id(s)"
1548,Microdochium trichocladiopsis MPI-CAGE-CH-0230 v1.0,Mictri1,1682393,49282715,16025,Y,Y,N,,Mesny F et al. 2021,34893598,
1549,Phyllosticta paracitricarpa CBS 141357 v1.0,Phy27169,1907483,29529839,11081,Y,Y,N,,Guarnaccia V et al. 2019,31512371,
1550,Phycomyces nitens S609 v1.0,PnitS609_1,269771,36991456,11877,Y,N,N,,,,
1551,Phycomyces nitens S607 v1.0,PnitS607_1,269771,35560626,11669,Y,N,N,,,,
1552,Phycomyces nitens S608 v1.0,PnitS608_1,269771,37678874,11985,Y,Y,N,,Chang Y et al. 2022,35996588,
1553,Rhodosporidium toruloides IFO0880 v4.0,Rhoto_IFO0880_4,5286,20683845,8490,Y,Y,N,,Coradetti ST et al. 2018,29521624,
1554,Dichotomocladium elegans RSA 919- v1.0,Dicele1,101130,39778020,12396,Y,Y,N,,Chang Y et al. 2022,35996588,
1555,Mycena rosella CBHHK067 v1.0,Mycros1,1033263,129492142,34060,Y,N,N,,,,
1556,Russula vinacea BPL710 v1.0,Rusvin1,517384,43280073,12673,Y,Y,N,,Looney B et al. 2022,34861049,
1557,Gremmeniella abietina DAOM 170408 v1.0,Greab1,127520,38809823,11131,Y,N,N,,,,
1558,Colletotrichum acutatum CBS 112980 v2.0,Colac2,27357,49057477,15036,Y,N,N,,,,
1559,Aspergillus nomius NRRL 13137,Aspnom13137_1,1509407,36138823,11914,Y,Y,N,,Moore GG et al. 2015,26216546,
1560,Aspergillus udagawae IFM 46973,Aspuda1,91492,32185562,9999,Y,Y,N,,Kusuya Y et al. 2015,26251487,
1561,Aspergillus calidoustus,Aspcal1,454130,41102685,15139,Y,Y,N,,Horn F et al. 2016,26966204,
1562,Sclerophora sanguinea CBS100924 v1.0,Sclsan1,1410009,18019643,7223,Y,N,N,,,,
1563,Phyllosticta citricarpa CBS 127454 v1.0,Phycitr1,55181,28952665,11088,Y,Y,N,,Guarnaccia V et al. 2019,31512371,
1564,Colletotrichum navitas CBS125086 v1.0,Colna1,681940,52436969,14682,Y,N,N,,,,
1565,Pilobolus umbonatus NRRL 6349 v1.0,Pilumb1,101123,34772712,10983,Y,Y,N,,Chang Y et al. 2022,35996588,
1566,Didymocrea sadasivanii CBS 438.65 v1.0,Didsa1,372059,45143804,13361,Y,N,N,,,,
1567,Coemansia spiralis RSA 1278 v1.0,Coespi1,417178,18931979,7247,Y,Y,N,,Chang Y et al. 2022,35996588,
1568,Kickxella alabastrina RSA 675 v1.0,Kicala1,61397,22263034,7475,Y,Y,N,,Chang Y et al. 2022,35996588,
1569,Mycena haematopus CBHHK189 v1.0,Mychae1,230807,62806267,20804,Y,N,N,,,,
1570,Rigidoporus microporus ED310 v1.0,Rigmic1,219653,42090139,10917,Y,Y,N,,Oghenekaro AO et al. 2020,32251355,
1571,Ophiostoma novo-ulmi subsp. novo-ulmi H327,Ophnu1,1224258,31784886,8640,Y,Y,N,,Forgetta V et al. 2013~Comeau AM et al. 2014,23542132 25539722,
1572,Aliquandostipite khaoyaiensis CBS 118232 v1.0,Alikh1,112102,119520317,11678,Y,N,N,,,,
1573,Rhizopogon vesiculosus Smith,Rhives1,180088,43809644,14218,Y,Y,N,,Mujic AB et al. 2017,28450370,
1574,Ustilago hordei Uh4857_4,Usthor1,1128400,21150702,7110,Y,Y,N,,Laurie JD et al. 2012,22623492,
1575,Phyllosticta capitalensis CBS 128856 v1.0,Phycap1,121624,32461131,12063,Y,Y,N,,Guarnaccia V et al. 2019,31512371,
1576,Yarrowia lipolytica FKP355 v1.0,Yarlip1,4952,20076540,6858,Y,Y,N,,Pomraning KR et al. 2018,30518677,
1577,Lecythophora sp. AK0013 v1.0,LecAK0013_1,1884255,45654947,12290,Y,N,N,,,,
1578,Multifurca ochricompacta BPL690 v1.0,Muloch1,376703,54697930,10514,Y,Y,N,,Looney B et al. 2022,34861049,
1579,Russula compacta BPL669 v1.0,Ruscom1,40490,45678814,10834,Y,Y,N,,Looney B et al. 2022,34861049,
1580,Terfezia claveryi T7 v1.0,Tercla1,139407,74471381,12765,Y,Y,N,,Miyauchi S et al. 2020~Marqués-Gálvez JE et al. 2021,33046698 33118170,
1581,Lactifluus cf. subvellereus BPL653 v1.0,Lacsub1,1837270,44824221,12802,Y,Y,N,,Looney B et al. 2022,34861049,
1582,Mycena capillaripes Frankland 9286 v1.0,Mycrub1,230804,119906144,37256,Y,N,N,,,,
1583,Lobaria pulmonaria Scotland reference genome v1.0,Lobpul1,86794,56119610,15607,Y,N,N,,,,
1584,Pycnoporus cinnabarinus CIRM-BRFM 50 v1.0,Pyccin1,5643,35142616,12533,Y,N,N,,,,
1585,Panaeolus papilionaceus CIRM-BRFM 715 v1.0,Panpap1,330517,50889730,17466,Y,Y,N,,Ruiz-Dueñas FJ et al. 2021,33211093,
1586,Vuilleminia comedens VcCUCC2015_SSI6 v1.0,Vuicom1,47058,59292727,21775,Y,N,N,,,,
1587,Cladorrhinum bulbillosum DJ3 v1.0,Clabul1,2587404,39735607,12786,Y,N,N,,,,
1588,Phyllosticta citrichinaensis CBS 130529 v1.0,Phcitr1,1130410,29162704,11092,Y,Y,N,,Guarnaccia V et al. 2019,31512371,
1589,Cytidiella melzeri FP 102339 v1.0,Cytmel1,1883072,50894641,13046,Y,Y,N,,Hage H et al. 2021,33538380,
1590,Bisporella sp. PMI857 v1.0,Bissp1,1954211,56472170,17945,Y,N,N,,,,
1591,Cokeromyces recurvatus NRRL 2243 v1.0,Cokrec1,90255,28120762,10916,Y,Y,N,,Chang Y et al. 2022,35996588,
1592,Pilaira anomala RSA1997 v1.0,Pilano1,64641,34898111,12817,Y,Y,N,,Chang Y et al. 2022,35996588,
1593,Rhodotorula glutinis v1.0,Rhoglu1,5535,20088400,8277,Y,N,N,,,,
1594,Rhodosporidium toruloides ATCC26217 v1.0,Rhoto_ATCC26217_1,5286,20209575,8226,Y,N,N,,,,
1595,Rhodotorula mucilaginosa ATCC58901 v1.0,Rhomuc1,5537,19873570,7810,Y,N,N,,,,
1596,Fennellomyces sp. T-0311 v1.0,Fenlin1,1329386,45897337,14128,Y,N,N,,,,
1597,Cunninghamella echinulata NRRL 1382 v1.0,Cunech1,76405,29002410,10443,Y,Y,N,,Chang Y et al. 2022,35996588,
1598,Exophiala alcalophila J33 v1.0,Exoalc1_J33,91920,29703595,12081,Y,N,N,,,,
1599,Rhodotorula mucilaginosa J31 v1.0,RhodotJ31_1,1907212,20111900,7934,Y,N,N,,,,
1600,Circinella umbellata NRRL1351 v1.0,Cirumb1,101103,51270100,14693,Y,Y,N,,Chang Y et al. 2022,35996588,
1601,Exophiala alcalophila ATCC 48519 v1.0,Exoalc1,91920,29813316,12077,Y,N,N,,,,
1602,Chytridium lagenaria Arg66 v1.0,Chylag1,64509,42380874,14275,Y,Y,N,,Amses KR et al. 2022,36037379,
1603,Irpex lacteus CCBAS Fr. 238 617/93 v1.0,Irplac1,5319,47742868,15319,Y,Y,N,,Hage H et al. 2021,33538380,
1604,Phyllosticta citribraziliensis CBS 100098 v1.0,Phcit1,989973,31670975,11101,Y,Y,N,,Guarnaccia V et al. 2019,31512371,
1605,Colletotrichum higginsianum IMI 349063,Colhig2,759273,50716103,14651,Y,Y,N,,Zampounis A et al. 2016~O'Connell RJ et al. 2012,27540062 22885923,
1606,Colletotrichum cereale CBS 129662 v1.0,Colce1,343994,52150039,16412,Y,N,N,,,,
1607,Trichophaea hybrida UTF0779 v1.0,Trihyb1,47213,144183925,13308,Y,Y,N,,Miyauchi S et al. 2020,33046698,
1608,Climacocystis borealis CliBor001 v1.0,Clibor1,239101,51880721,13422,Y,N,N,,,,
1609,Syncephalis fuscata S228 v1.0,Synfus1,1851187,29358178,8846,Y,Y,N,,Amses KR et al. 2022,36037379,
1610,Gilbertella persicaria var. persicaria CBS 190.32-T v1.0,Gilper1,101096,25732466,10992,Y,Y,N,,Chang Y et al. 2022,35996588,
1611,Coniella lustricola B22-T-1 v1.0,Pilidi1,2025994,36564510,11317,Y,N,N,,,,
1612,Clitocybe gibba IJFM A808 v1.0,Cligib1,378275,65973163,19049,Y,Y,N,,Ruiz-Dueñas FJ et al. 2021,33211093,
1613,Entophlyctis helioformis JEL805 v1.0,Enthel1,281842,30915201,10118,Y,Y,N,,Amses KR et al. 2022,36037379,
1614,Radiomyces spectabilis NRRL 2753 v1.0,Radspe1,64574,30409402,10905,Y,N,N,,,,
1615,Spinellus fusiger NRRL 22323 v1.0,Spifus1,101115,38198483,10164,Y,N,N,,,,
1616,Penicillium subrubescens FBCC1632 / CBS132785,Pensub1,1316194,39803164,14188,Y,Y,N,,Peng M et al. 2017,28216099,
1617,Endocarpon pusillum Z07020,EndpusZ1,1263415,37130611,9238,Y,Y,N,,Wang YY et al. 2014,24438332,
1618,Aspergillus aculeatinus CBS 121060 v1.0,Aspacu1,487661,36471649,12027,Y,Y,N,,Vesth TC et al. 2018,30349117,
1619,Aspergillus vadensis CBS 113365 v1.0,Aspvad1,288669,35663374,12132,Y,Y,N,,Vesth TC et al. 2018,30349117,
1620,Aspergillus heteromorphus CBS 117.55 v1.0,Asphet1,51019,35607567,11133,Y,Y,N,,Vesth TC et al. 2018,30349117,
1621,Lactifluus cf. volemus BPL652 v1.0,Lacvol1,71967,62975844,14970,Y,Y,N,,Looney B et al. 2022,34861049,
1622,Aspergillus sclerotiicarbonarius CBS 121057 v1.0,Aspscle1,487660,37621264,12571,Y,Y,N,,Vesth TC et al. 2018,30349117,
1623,Aspergillus brunneoviolaceus CBS 621.78 v1.0,Aspbru1,1191711,37477200,12075,Y,Y,N,,Vesth TC et al. 2018,30349117,
1624,Aspergillus sclerotioniger CBS115572 v1.0,Aspscl1,319627,36720365,12338,Y,Y,N,,Vesth TC et al. 2018,30349117,
1625,Aspergillus neoniger CBS 115656 v1.0,Aspneo1,1196635,35416444,11939,Y,Y,N,,Vesth TC et al. 2018,30349117,
1626,Aspergillus ellipticus CBS 707.79 v1.0,Aspell1,41066,42866077,12884,Y,Y,N,,Vesth TC et al. 2018,30349117,
1627,Hymenoscyphus varicosporoides PMI_453 v1.0,Hymvar1,2075069,48242133,14929,Y,N,N,,,,
1628,Aspergillus saccharolyticus JOP 1030-1 v1.0,Aspsac1,979771,31096189,10066,Y,Y,N,,Vesth TC et al. 2018,30349117,
1629,Trametes gibbosa CIRM-BRFM 1770 v1.0,Tragib1,160864,33109328,12038,Y,Y,N,,Hage H et al. 2021,33538380,
1630,Aspergillus piperis CBS 112811 v1.0,Asppip1,319630,35280331,12069,Y,Y,N,,Vesth TC et al. 2018,30349117,
1631,Sparassis latifolia CCMJ1100 v1.0,Spalat1,1202976,35658227,12815,Y,N,N,,,,
1632,Russula rugulosa BPL654 v1.0,Rusrug1,1897646,43452339,13281,Y,Y,N,,Looney B et al. 2022,34861049,
1633,Aspergillus uvarum CBS 121591 v1.0,Aspuva1,446911,35850703,12017,Y,Y,N,,Vesth TC et al. 2018,30349117,
1634,Aspergillus homomorphus CBS 101889 v1.0,Asphom1,319626,34054866,11361,Y,Y,N,,Vesth TC et al. 2018,30349117,
1635,Aspergillus fijiensis CBS 313.89 v1.0,Aspfij1,1191702,36513906,12019,Y,Y,N,,Vesth TC et al. 2018,30349117,
1636,Aspergillus ibericus CBS 121593 v1.0,Aspibe1,301854,33437983,11680,Y,Y,N,,Vesth TC et al. 2018,30349117,
1637,Aspergillus violaceofuscus CBS 115571 v1.0,Aspvio1,657443,36012865,12082,Y,Y,N,,Vesth TC et al. 2018,30349117,
1638,Aspergillus eucalypticola CBS 122712 v1.0,Aspeuc1,1340029,34792412,11934,Y,Y,N,,Vesth TC et al. 2018,30349117,
1639,Aspergillus costaricaensis CBS 115574 v1.0,Aspcos1,319631,36947918,11966,Y,Y,N,,Vesth TC et al. 2018,30349117,
1640,Russula brevipes BPL707 v1.0,Rusbre1,98861,48529157,14000,Y,Y,N,,Looney B et al. 2022,34861049,
1641,Xylariales sp. PMI_506 v1.0,XylPMI506,1940296,51304718,17035,Y,N,N,,,,
1642,Aspergillus japonicus CBS 114.51 v1.0,Aspjap1,34381,36099954,12024,Y,Y,N,,Vesth TC et al. 2018,30349117,
1643,Aspergillus indologenus CBS 114.80 v1.0,Aspind1,1232676,38592838,12163,Y,Y,N,,Vesth TC et al. 2018,30349117,
1644,Aspergillus niger (lacticoffeatus) CBS 101883 v1.0,Asplac1,1450533,35855892,13083,Y,Y,N,,Vesth TC et al. 2018,30349117,
1645,Talaromyces proteolyticus PMI_201 v1.0,Talpro1,1131652,37611490,13587,Y,N,N,,,,
1646,Cryptodiaporthe populea CFL2025 v1.0,Crypo1,940279,56940664,13681,Y,N,N,,,,
1647,Biscogniauxia nummularia v1.0,Bisnum1,97378,41161898,11671,Y,N,N,,,,
1648,Mariannaea sp. PMI226 v1.0,MarPMI226,1896173,42252145,12638,Y,N,N,,,,
1649,Ilyonectria robusta PMI_751 v1.0,Ilyrob1,1079257,59648482,20499,Y,N,N,,,,
1650,Lycoperdon perlatum FP-102459-T v1.0,Lycper1,90686,64634788,17855,Y,N,N,,,,
1651,Gymnopus earleae GB-263.02 v1.0,Gymear1,236213,91673264,25530,Y,N,N,,,,
1652,Entoleuca mammata CFL468 v1.0,Entma1,97380,47195832,11498,Y,N,N,,,,
1653,Cystostereum murrayi CysMur001 v1.0,Cysmur1,467946,32382358,13196,Y,N,N,,,,
1654,Gaertneriomyces semiglobifer Barr 43 v1.0,Gaesem1,109897,20918219,8714,Y,Y,N,,Amses KR et al. 2022,36037379,
1655,Chytriomyces sp. MP 71 v1.0,Chytri1,1882861,36383760,16054,Y,Y,N,,Amses KR et al. 2022,36037379,
1656,Umbelopsis sp. nov. AD052 v1.0,Umbsp_AD052_1,1883073,22504321,9369,Y,Y,N,,Chang Y et al. 2022,35996588,
1657,Blastocladiella britannica v1.0,Blabri1,64508,19075314,9431,Y,Y,N,,Amses KR et al. 2022,36037379,
1658,Syncephalis plumigaleata NRRL S24 v1.0,Synplu1,1851185,32907727,8130,Y,Y,N,,Chang Y et al. 2022,35996588,
1659,Gloeopeniophorella convolvens OM19405 v1.0,Glocon1,205761,37988413,12904,Y,Y,N,,Looney B et al. 2022,34861049,
1660,Russula dissimulans BPL704 v1.0,Rusdis1,258981,44689478,11865,Y,Y,N,,Looney B et al. 2022,34861049,
1661,Coccodinium bartschii CBS 121709 v1.0,Cocba1,54530,28268635,9532,Y,N,N,,,,
1662,Massariosphaeria phaeospora CBS 611.86 v1.0,Masph1,100035,42105601,14021,Y,Y,N,,Haridas S et al. 2020,32206138,
1663,Delphinella strobiligena CBS 735.71 v1.0,Delst1,147560,29209081,10337,Y,Y,N,,Haridas S et al. 2020,32206138,
1664,Lodderomyces elongisporus NRRL YB-4239,Lodelo1,379508,15350449,5746,Y,Y,N,,Butler G et al. 2009,19465905,
1665,Metarhizium robertsii ARSEF 23,Metro1,655844,41656800,11688,Y,Y,N,,Hu X et al. 2014~Gao Q et al. 2011,25368161 21253567,
1666,Microbotryum lychnidis-dioicae p1A1 Lamole,Micld1,683840,26138885,7819,Y,Y,N,,Perlin MH et al. 2015,26076695,
1667,Candida albicans SC5314,Canalb1,237561,14282666,6040,Y,Y,N,,Jones T et al. 2004~van het Hoog M et al. 2007~Muzzey D et al. 2013,15123810 17419877 24025428,
1668,Colletotrichum orchidophilum IMI 309357,Color1,1209926,48556462,14496,Y,Y,N,,Baroncelli R et al. 2018,29649963,
1669,Ogataea parapolymorpha DL-1,Ogapa1,871575,8874589,5325,Y,Y,N,,Ravin NV et al. 2013,24279325,
1670,Mortierella verticillata NRRL 6337,Morve1,1069443,41854149,12569,Y,N,N,,,,
1671,Paracoccidioides brasiliensis Pb18,Parbra1,502780,29952540,8390,Y,Y,N,,Desjardins CA et al. 2011,22046142,
1672,Purpureocillium sp. UdeA0106 v1.0,Pursp1,1323837,36077769,13642,Y,N,N,,,,
1673,Mortierella multidivaricata RSA 2152 T v1.0,Mormul1,101098,37665308,12248,Y,Y,N,,Chang Y et al. 2022,35996588,
1674,Phascolomyces articulosus v1.0,Phaart1,60185,47605836,14495,Y,Y,N,,Chang Y et al. 2022,35996588,
1675,Pholiota alnicola AH 47727 v1.0,Phoaln1,109635,75008219,18795,Y,Y,N,,Ruiz-Dueñas FJ et al. 2021,33211093,
1676,Scytinostroma sp. KUC9335 v1.0,Scysp1_1,1884260,60644971,14908,Y,N,N,,,,
1677,Kockovaella imperatae NRRL Y-17943 v1.0,Kocim1,4999,17465713,7393,Y,Y,N,,Mondo SJ et al. 2017,28481340,
1678,Auriculariopsis ampla NL-1724 v1.0,Auramp1,97359,49873921,15576,Y,Y,N,,Almási É et al. 2019,31257601,
1679,Lophiotrema nucula CBS 627.86 v1.0,Lopnu1,690887,48642237,18117,Y,Y,N,,Haridas S et al. 2020,32206138,
1680,Mycena galopus ATCC-62051 v1.0,Mycgal1,1314675,211361780,49694,Y,Y,N,,Miyauchi S et al. 2020,33046698,
1681,Globomyces pollinis-pini Arg68 v1.0,Glopol1,382532,21646612,11537,Y,Y,N,,Amses KR et al. 2022,36037379,
1682,Absidia padenii NRRL 2977 v1.0,Chlpad1,90267,34328230,13495,Y,Y,N,,Chang Y et al. 2022,35996588,
1683,Mucor cordense RSA 1222 v1.0,Kircor1,101140,40953002,16794,Y,N,N,,,,
1684,Gongronella butleri v1.0,Gonbut1,101105,33012461,11004,Y,Y,N,,Chang Y et al. 2022,35996588,
1685,Wickerhamiella domercqiae NRRL Y-6692 v1.0,Wicdo1,45788,8431421,4743,Y,N,N,,,,
1686,Panellus stipticus LUM v1.0,Panst_LUM_1_1,5636,57176556,16771,Y,N,N,,,,
1687,Meyerozyma guilliermondii ATCC 6260,Meygui1,294746,10609954,5920,Y,Y,N,,Butler G et al. 2009,19465905,
1688,Capronia semiimmersa CBS27337,Capse1,5601,31616172,11909,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1689,Coniosporium apollinis CBS 100218,Conap1,1168221,28645321,9308,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1690,Cladophialophora immunda CBS83496,Claim1,569365,43029152,14033,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1691,Capronia coronata CBS 617.96,Capcor1,1182541,25807613,9231,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1692,Cladophialophora carrionii CBS 160.54,Claca1,1279043,28991111,10373,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1693,Cladophialophora bantiana CBS 173.52,Claba1,1442370,36722552,12762,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1694,Cladophialophora psammophila CBS 110553,Claps1,1182543,39420127,13421,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1695,Fonsecaea pedrosoi CBS 271.37,Fonpe1,1442368,34688880,12527,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1696,Fonsecaea multimorphosa CBS 102226,Fonmu1,1442371,33447075,12369,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1697,Verruconis gallopava,Verga1,253628,31780469,11357,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1698,Cyphellophora europaea CBS 101466,Cypeu1,1220924,28781303,11094,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1699,Capronia epimyces CBS 606.96,Capep1,1182542,28889638,10469,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1700,Cladophialophora yegresii CBS 114405,Claye1,1182544,27898422,10118,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1701,Exophiala xenobiotica CBS118157,Exoxe1,348802,31405760,13187,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1702,Exophiala spinifera CBS89968,Exosp1,91928,32912349,12049,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1703,Exophiala sideris CBS121828,Exosi1,1016849,29505589,11120,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1704,Exophiala oligosperma CBS72588,Exool1,215243,38224514,13234,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1705,Exophiala mesophila CBS40295,Exome1,212818,29273723,10347,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1706,Colletotrichum phormii CBS102054 v1.0,Colph1,359342,51666170,15209,Y,N,N,,,,
1707,Exophiala dermatitidis UT8656,Exode1,858893,26350763,9562,Y,Y,N,,Chen Z et al. 2014~Teixeira MM et al. 2017,24496724 28348446,
1708,Exophiala aquamarina CBS 119918,Exoaq1,1182545,41566958,13118,Y,Y,N,,Teixeira MM et al. 2017,28348446,
1709,Kuraishia capsulata CBS 1993,Kurca1,1382522,11371246,6029,Y,Y,N,,Morales L et al. 2013,24317973,
1710,Gymnopilus junonius AH 44721 v1.0,Gymjun1,109634,59461163,16444,Y,Y,N,,Ruiz-Dueñas FJ et al. 2021,33211093,
1711,Porodaedalea chrysoloma FP-135951 v1.0,Porchr1,74615,44689624,13562,Y,N,N,,,,
1712,Zychaea mexicana RSA 1403 v1.0,Zycmex1,64656,50638590,14004,Y,Y,N,,Chang Y et al. 2022,35996588,
1713,Catenaria anguillulae PL171 v2.0,Catan2,109876,41337528,12804,Y,Y,N,,Mondo SJ et al. 2017,28481340,
1714,Anaeromyces robustus v1.0,Anasp1,1754192,71685009,12832,Y,Y,N,,Haitjema CH et al. 2017~Mondo SJ et al. 2017,28555641 28481340,
1715,Neocallimastix californiae G1 v1.0,Neosp1,1754190,193032486,20219,Y,Y,N,,Haitjema CH et al. 2017,28555641,
1716,Piromyces finnis v3.0,Pirfi3,1754191,56455805,10992,Y,Y,N,,Haitjema CH et al. 2017~Mondo SJ et al. 2017,28555641 28481340,
1717,Hypoxylon sp. EC38 v3.0,HypEC38_3,1001937,47717833,12534,Y,Y,N,,Wu W et al. 2017,28078400,
1718,Cyathus striatus AH 40144 v1.0,Cyastr2,68777,91180015,23513,Y,Y,N,,Ruiz-Dueñas FJ et al. 2021,33211093,
1719,Lichtheimia corymbifera JMRC:FSU:9682,Liccor1,1263082,33525905,13404,Y,Y,N,,Schwartze VU et al. 2014,25121733,
1720,Tuber borchii Tbo3840 v1.0,Tubbor1,42251,97184993,12346,Y,Y,N,,Murat C et al. 2018,29930051,
1721,Oudemansiella mucida CBS 558.79 v1.0,Oudmuc1,139077,61732987,18562,Y,Y,N,,Ruiz-Dueñas FJ et al. 2021,33211093,
1722,Xenasmatella vaga CBS212.54 v1.0,Xenvag1,301416,64171080,20933,Y,N,N,,,,
1723,Mycotypha africana NRRL 2978 v1.0,Mycafr1,64632,29202882,10917,Y,Y,N,,Chang Y et al. 2022,35996588,
1724,Mucor heterogamus NRRL 1489 v1.0,Zyghet1,101122,54487678,14998,Y,N,N,,,,
1725,Porodaedalea niemelaei PN71-100-IP13 v1.0,Pornie1_2,175858,53340173,14467,Y,N,N,,,,
1726,Sclerogaster hysterangioides SCL2.BST v1.0,Sclhys1_1,1529657,124262113,16656,Y,N,N,,,,
1727,Lactarius quietus S23C v1.0,Lacqui1,111141,115901997,18943,Y,Y,N,,Miyauchi S et al. 2020,33046698,
1728,Bolbitius vitellinus SZMC-NL-1974 v1.0,Bolvit1,34439,51241791,14483,Y,N,N,,,,
1729,Hydnopolyporus fimbriatus CBS384.51 v1.0,Hydfim1,378272,34571335,12424,Y,Y,N,,Hage H et al. 2021,33538380,
1730,Anomoporia bombycina ATCC 64506 v1.0,Anobom1,264122,44480112,14617,Y,N,N,,,,
1731,Xylaria hypoxylon OSC100004 v1.0,Xylhyp1,37992,42850079,13084,Y,N,N,,,,
1732,Gautieria morchelliformis GMNE.BST v1.0,Gaumor1_1,112417,122807766,20331,Y,Y,N,,Miyauchi S et al. 2020,33046698,
1733,Rickenella fibula HBK330-10 v1.0,Ricfib1,264144,59345457,18897,Y,Y,N,,Korotkin HB et al. 2018,30368779,
1734,Sirobasidium intermedium CBS7805 v1.0,Sirint1,89935,21959807,9453,Y,N,N,,,,
1735,Sugiyamaella americana NRRL YB-2067 v1.0,Sugame1,796026,16480292,6288,Y,N,N,,,,
1736,Cerinomyces ceraceus ATCC 56525 v1.0,Cercer1,2901327,33200339,13489,Y,N,N,,,,
1737,Mrakia frigida ATCC 22029 v1.0,Mrafri1,29902,28159101,9516,Y,N,N,,,,
1738,Melampsora allii-populina 12AY07 v1.0,Melap1finSC_191,242475,335730080,23089,Y,N,N,,,,
1739,Allomyces macrogynus ATCC 38327,Allma1,578462,57060573,19446,Y,Y,N,,Amses KR et al. 2022,36037379,
1740,Spizellomyces punctatus DAOM BR117,Spipu1,645134,24131112,9424,Y,Y,N,,Russ C et al. 2016,27540072,
1741,Puccinia triticina 1-1 BBBD Race 1,Puctr1,630390,135344771,15685,Y,Y,N,,Cuomo CA et al. 2017,27913634,
1742,Blastomyces dermatitidis SLH14081,Blade1,559298,75353942,11343,Y,Y,N,,Muñoz JF et al. 2015,26439490,
1743,Chionosphaera cuniculicola CBS10063  v1.0,Chicu1,180810,14160267,7187,Y,N,N,,,,
1744,Colletotrichum lupini CBS 109225 v1.0,Collu1,145971,58756634,15365,Y,N,N,,,,
1745,Melampsora larici-populina v2.0,Mellp2_3,203908,109877997,19550,Y,Y,N,,Persoons A et al. 2022,34919678,
1746,Thelebolus stercoreus,Thest1,46453,26091195,8590,Y,N,N,,,,
1747,Caliciopsis orientalis,Calor1,380014,28171555,8494,Y,N,N,,,,
1748,Protomyces inouyei,Proin1,27332,12201973,7804,Y,N,N,,,,
1749,Spathularia flavida,Spafl1,33158,35536079,9941,Y,N,N,,,,
1750,Pseudographis elatina,Pseel1,1695903,36124988,11338,Y,N,N,,,,
1751,Calosphaeria pulchella,Calpu1,312312,37801971,10200,Y,N,N,,,,
1752,Ophiostoma piliferum,Ophpi1,38032,27257965,8564,Y,N,N,,,,
1753,Usnea florida ATCC18376 v1.0,Usnflo1,111620,44323432,12649,Y,N,N,,,,
1754,Clavispora lusitaniae ATCC 42720,Clalu1_2,306902,12114892,5936,Y,Y,N,,Butler G et al. 2009,19465905,
1755,Rhodocollybia butyracea AH 40177 v1.0,Rhobut1_1,206335,96282412,22870,Y,Y,N,,Ruiz-Dueñas FJ et al. 2021,33211093,
1756,Melanotaenium endogenum CBS481.91 v1.0,Melen1,84746,19167872,6624,Y,N,N,,,,
1757,Colletotrichum godetiae CBS 193.32 v1.0,Colgo1,1209918,51652851,16071,Y,N,N,,,,
1758,Plectania melastoma CBS 918.72 v1.0,Plemel1,1280572,92513795,16180,Y,N,N,,,,
1759,Caloscypha fulgens ATCC 42695 v1.0,Calful1,47187,44839139,9203,Y,N,N,,,,
1760,Gyromitra esculenta CBS101906 v1.0,Gyresc1,33161,45046303,11202,Y,N,N,,,,
1761,Fellomyces penicillatus Phaff54-35 v1.0,Felpe1,5611,21049006,8340,Y,N,N,,,,
1762,Hortaea acidophila CBS 113389 v1.0,Horac1,245834,20432448,9831,Y,Y,N,,Haridas S et al. 2020,32206138,
1763,Lineolata rhizophorae ATCC 16933 v1.0,Linrh1,578093,31143728,10230,Y,Y,N,,Haridas S et al. 2020,32206138,
1764,Khuskia oryzae ATCC 28132 v1.0,Khuory1,335854,46052188,13375,Y,N,N,,,,
1765,Lobosporangium transversale NRRL 3116 v1.0,Lobtra1,64571,42768949,11822,Y,Y,N,,Mondo SJ et al. 2017,28481340,
1766,Blakeslea trispora NRRL 2456 v1.0,Blatri1,4850,37513922,11687,Y,Y,N,,Chang Y et al. 2022,35996588,
1767,Bulgaria inquinans CBS118.31 v1.0,Bulin1,73172,26108822,9864,Y,N,N,,,,
1768,Loramyces macrosporus CBS235.53 v1.0,Lorma1,380016,50587134,14665,Y,N,N,,,,
1769,Pseudomassariella vexata CBS 129021 v1.0,Pseve2,1141098,44711451,12565,Y,Y,N,,Mondo SJ et al. 2017,28481340,
